iso_code,continent,location,last_updated_date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,total_tests_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2022-12-03,206145,7834,5012.185,190.475,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12275911,11292816,10587076,NA,29.85,27.46,25.74,NA,2.78,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5,64.83,0.511,41128772,NA,NA,NA,NA
OWID_AFR,NA,Africa,2022-12-03,12430618,257231,8712.623,180.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691890421,452068342,364659477,58534229,48.49,31.69,25.56,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
ALB,Europe,Albania,2022-12-03,333391,3594,117295.461,1264.461,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,2842318,NA,NA,NA,NA
DZA,Africa,Algeria,2022-12-03,271102,6881,6037.472,153.241,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,NA,NA,NA,NA
AND,Europe,Andorra,2022-12-03,47219,157,591398.119,1966.359,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,163.755,NA,NA,NA,NA,NA,109.135,7.97,29,37.8,NA,NA,83.73,0.868,79843,NA,NA,NA,NA
AGO,Africa,Angola,2022-12-03,104676,1924,2941.246,54.062,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23229526,14220830,7814121,1127156,65.27,39.96,21.96,3.17,22.65,23.89,16.8,2.405,1.362,5819.495,NA,276.045,3.94,NA,NA,26.664,NA,61.15,0.581,35588996,NA,NA,NA,NA
AIA,North America,Anguilla,2022-12-03,3904,12,245890.282,755.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24441,10852,10373,NA,153.94,68.35,65.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.88,NA,15877,NA,NA,NA,NA
ATG,North America,Antigua and Barbuda,2022-12-03,9106,146,97107.879,1556.968,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.845,32.1,6.933,4.631,21490.943,NA,191.511,13.17,NA,NA,NA,3.8,77.02,0.778,93772,NA,NA,NA,NA
ARG,South America,Argentina,2022-12-03,9727247,130025,213737.151,2857.044,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110598035,41375117,37877606,31667238,243.02,90.91,83.23,69.58,NA,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,45510324,NA,NA,NA,NA
ARM,Asia,Armenia,2022-12-03,445737,8710,160309.832,3132.562,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,2780472,NA,NA,NA,NA
ABW,North America,Aruba,2022-12-03,43641,236,409932.462,2216.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174009,90092,83917,NA,163.45,84.63,78.83,NA,25.93,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA,76.29,NA,106459,NA,NA,NA,NA
OWID_ASI,NA,Asia,2022-12-03,196011777,1503906,41515.751,318.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8826869462,3630638129,3405031053,1712966161,186.96,76.9,72.12,36.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
AUS,Oceania,Australia,2022-12-03,10751318,16244,410709.768,620.535,1.43,81,3.094,2794,106.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,63460368,22236983,21656235,19567150,242.42,84.95,82.73,74.75,11.11,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA
AUT,Europe,Austria,2022-12-03,5576700,21231,623818.671,2374.934,1.07,57,6.376,1004,112.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,20172542,6894948,NA,6644886,225.65,77.13,NA,74.33,35.19,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,8939617,NA,NA,NA,NA
AZE,Asia,Azerbaijan,2022-12-03,824452,9983,79595.075,963.789,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.35,119.309,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,10358078,NA,NA,NA,NA
BHS,North America,Bahamas,2022-12-03,37491,833,91443.917,2031.762,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.41,39.497,34.3,8.996,5.2,27717.847,NA,235.954,13.17,3.1,20.4,NA,2.9,73.92,0.814,409989,NA,NA,NA,NA
BHR,Asia,Bahrain,2022-12-03,696622,1536,473172.458,1043.31,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3476007,1241101,1226717,1008189,236.1,84.3,83.32,68.48,NA,1935.907,32.4,2.372,1.387,43290.705,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.852,1472237,NA,NA,NA,NA
BGD,Asia,Bangladesh,2022-12-03,2036622,29434,11897.104,171.941,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331485953,148052616,125109629,58882275,193.64,86.49,73.08,34.4,NA,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,171186368,NA,NA,NA,NA
BRB,North America,Barbados,2022-12-03,104416,567,370734.894,2013.165,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380898,163777,154951,62170,135.24,58.15,55.02,22.07,11.11,664.463,39.8,14.952,9.473,16978.068,NA,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,281646,NA,NA,NA,NA
BLR,Europe,Belarus,2022-12-03,994037,7118,104251.871,746.516,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,46.858,40.3,14.799,9.788,17167.967,NA,443.129,5.18,10.5,46.1,NA,11,74.79,0.823,9534956,NA,NA,NA,NA
BEL,Europe,Belgium,2022-12-03,4639411,33061,398030.34,2836.412,1.59,48,4.118,957,82.104,NA,NA,489,41.953,NA,NA,NA,NA,NA,29504302,9262734,9165346,11506707,253.13,79.47,78.63,98.72,NA,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,11655923,NA,NA,NA,NA
BLZ,North America,Belize,2022-12-03,69048,688,170369,1697.571,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501761,251773,221201,51027,123.8,62.12,54.58,12.59,NA,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,405285,NA,NA,NA,NA
BEN,Africa,Benin,2022-12-03,27980,163,2095.431,12.207,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,13352864,NA,NA,NA,NA
BMU,North America,Bermuda,2022-12-03,18519,152,288426.496,2367.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.07,1308.82,NA,NA,NA,50669.315,NA,139.547,13,NA,NA,NA,NA,82.59,NA,64207,NA,NA,NA,NA
BTN,Asia,Bhutan,2022-12-03,62503,21,79880.428,26.839,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,782457,NA,NA,NA,NA
BOL,South America,Bolivia,2022-12-03,1112309,22249,90993.016,1820.091,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,NA,NA,25.383,1.1,71.51,0.718,12224114,NA,NA,NA,NA
BES,North America,Bonaire Sint Eustatius and Saba,2022-12-03,11555,38,427140.322,1404.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.79,NA,27052,NA,NA,NA,NA
BIH,Europe,Bosnia and Herzegovina,2022-12-03,400572,16203,123880.712,5010.932,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.93,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,3233530,NA,NA,NA,NA
BWA,Africa,Botswana,2022-12-03,326633,2790,124180.892,1060.716,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3099433,1679676,1412496,498312,117.84,63.86,53.7,18.95,NA,4.044,25.8,3.941,2.242,15807.374,NA,237.372,4.81,5.7,34.4,NA,1.8,69.59,0.735,2630300,NA,NA,NA,NA
BRA,South America,Brazil,2022-12-03,35337546,690074,164121.364,3204.973,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476316566,188065384,174150762,119819824,221.22,87.34,80.88,55.65,22.22,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NA,2.2,75.88,0.765,215313504,NA,NA,NA,NA
VGB,North America,British Virgin Islands,2022-12-03,7305,64,233148.219,2042.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.973,NA,NA,NA,NA,NA,NA,13.67,NA,NA,NA,NA,79.07,NA,31332,NA,NA,NA,NA
BRN,Asia,Brunei,2022-12-03,257921,225,574431.74,501.111,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283392,450404,445929,338987,285.83,100.31,99.32,75.5,NA,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,449002,NA,NA,NA,NA
BGR,Europe,Bulgaria,2022-12-03,1287652,38049,189864.427,5610.329,0.79,48,7.078,459,67.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,4597522,NA,2074185,NA,67.79,NA,30.58,NA,NA,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.816,6781955,NA,NA,NA,NA
BFA,Africa,Burkina Faso,2022-12-03,21631,387,954.01,17.068,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,22673764,NA,NA,NA,NA
BDI,Africa,Burundi,2022-12-03,51018,38,3958.08,2.948,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28043,26110,25526,54,0.22,0.2,0.2,0,19.44,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,NA,NA,6.144,0.8,61.58,0.433,12889583,NA,NA,NA,NA
KHM,Asia,Cambodia,2022-12-03,138131,3056,8237.848,182.254,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44909637,15226312,14590810,10358897,267.83,90.81,87.02,61.78,14.81,90.672,25.6,4.412,2.385,3645.07,NA,270.892,4,2,33.7,66.229,0.8,69.82,0.594,16767851,NA,NA,NA,NA
CMR,Africa,Cameroon,2022-12-03,123993,1965,4441.878,70.393,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938111,1651151,1298666,68320,6.94,5.92,4.65,0.24,NA,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,NA,NA,2.735,1.3,59.29,0.563,27914542,NA,NA,NA,NA
CAN,North America,Canada,2022-12-03,4444912,48133,115589.382,1251.693,0.71,267,6.943,5457,141.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,95251913,34367278,31695059,29189576,247.7,89.37,82.42,75.91,5.56,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,NA,2.5,82.43,0.929,38454328,NA,NA,NA,NA
CPV,Africa,Cape Verde,2022-12-03,63078,412,106341.944,694.583,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,135.58,25.7,4.46,3.437,6222.554,NA,182.219,2.42,2.1,16.5,NA,2.1,72.98,0.665,593162,NA,NA,NA,NA
CYM,North America,Cayman Islands,2022-12-03,31359,36,456316.754,523.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.496,NA,NA,NA,49903.029,NA,NA,13.22,NA,NA,NA,NA,83.92,NA,68722,NA,NA,NA,NA
CAF,Africa,Central African Republic,2022-12-03,15311,113,2744.326,20.254,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838144,1748700,1658308,214090,32.95,31.34,29.72,3.84,13.89,7.479,18.3,3.655,2.251,661.24,NA,435.727,6.1,NA,NA,16.603,1,53.28,0.397,5579148,NA,NA,NA,NA
TCD,Africa,Chad,2022-12-03,7646,194,431.409,10.946,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,NA,NA,5.818,NA,54.24,0.398,17723312,NA,NA,NA,NA
CHL,South America,Chile,2022-12-03,4933525,62543,251662.489,3190.361,0.88,138,7.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62583292,18080462,17692862,27384664,319.24,92.23,90.25,139.69,13.89,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18,0.851,19603736,NA,NA,NA,NA
CHN,Asia,China,2022-12-03,1702449,5235,1193.958,3.671,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3444010000,1304631000,1272830000,811176000,241.53,91.5,89.27,56.89,NA,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,76.91,0.761,1425887360,NA,NA,NA,NA
COL,South America,Colombia,2022-12-03,6314107,141881,121720.006,2735.107,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89627825,42886655,36848923,14464311,172.78,82.67,71.04,27.88,NA,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,NA,NA,NA,NA
COM,Africa,Comoros,2022-12-03,8965,161,10713.65,192.404,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,836783,NA,NA,NA,NA
COG,Africa,Congo,2022-12-03,25375,386,4250.113,64.652,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,NA,64.57,0.574,5970430,NA,NA,NA,NA
COK,Oceania,Cook Islands,2022-12-03,6389,1,375117.426,58.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.25,NA,17032,NA,NA,NA,NA
CRI,North America,Costa Rica,2022-12-03,1148914,9046,221762.279,1746.05,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,NA,NA,NA,NA
CIV,Africa,Cote d'Ivoire,2022-12-03,87887,830,3120.926,29.474,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21695732,12340126,10429385,2031641,77.04,43.82,37.04,7.21,NA,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,NA,NA,19.351,NA,57.78,0.538,28160548,NA,NA,NA,NA
HRV,Europe,Croatia,2022-12-03,1254644,17339,311298.169,4302.096,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5346805,2320302,2250187,NA,132.66,57.57,55.83,NA,11.11,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,4030361,NA,NA,NA,NA
CUB,North America,Cuba,2022-12-03,1111421,8530,99126.059,760.779,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42554119,10715520,10001771,8655589,379.53,95.57,89.2,77.2,NA,110.408,43.1,14.738,9.719,NA,NA,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,11212198,NA,NA,NA,NA
CUW,North America,Curacao,2022-12-03,45986,295,240546.521,1543.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.644,41.7,16.367,10.068,NA,NA,NA,11.62,NA,NA,NA,NA,78.88,NA,191173,NA,NA,NA,NA
CYP,Europe,Cyprus,2022-12-03,618248,1237,690003.538,1380.57,0.21,1,1.116,74,82.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.657,37.3,13.416,8.563,32415.132,NA,141.171,9.24,19.6,52.7,NA,3.4,80.98,0.887,896007,NA,NA,NA,NA
CZE,Europe,Czechia,2022-12-03,4561031,41901,434632.68,3992.857,0.79,39,3.716,568,54.126,37,3.526,683,65.085,NA,NA,NA,NA,NA,18549947,6975805,6891408,5094059,176.77,66.47,65.67,48.54,11.11,137.176,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.9,10493990,NA,NA,NA,NA
